Gender,Age,Debt,Married,BankCustomer,Industry,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Approved_enc,Gender_Male,Married_Yes,BankCustomer_Yes,Industry_ConsumerDiscretionary,Industry_ConsumerStaples,Industry_Education,Industry_Energy,Industry_Financials,Industry_Healthcare,Industry_Industrials,Industry_InformationTechnology,Industry_Materials,Industry_Real Estate,Industry_Research,Industry_Transport,Industry_Unknown,Industry_Utilities,Industry_communicationservices,Industry_consumerdiscretionary,Industry_consumerstaples,Industry_education,Industry_energy,Industry_financials,Industry_healthcare,Industry_industrials,Industry_informationtechnology,Industry_materials,Industry_real estate,Industry_research,Industry_transport,Industry_utilities,PriorDefault_Yes,Employed_Yes,DriversLicense_Yes,Citizen_ByOtherMeans,Citizen_Temporary,Citizen_Unknown,Citizen_bybirth,Citizen_byothermeans,Citizen_temporary
Female,51.03,12.59,No,Yes,ConsumerStaples,No,No,61.0,No,ByOtherMeans,37393,49471.0,Rejected,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Female,53.3,20.42,Yes,Yes,CommunicationServices,No,Yes,51.0,No,ByBirth,7223,49471.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,44.45,20.53,No,Yes,Research,Yes,No,42.0,Yes,ByBirth,77257,4716.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,24.67,4.37,No,Yes,InformationTechnology,Yes,Yes,9.0,No,ByBirth,99109,5228.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,51.09,21.56,No,No,Utilities,Yes,Yes,63.0,Yes,ByBirth,79585,71556.0,Approved,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,47.61,8.92,No,Yes,Research,Yes,Yes,33.0,Yes,ByBirth,74407,75932.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,49.42,3.22,Yes,No,Industrials,Yes,Yes,33.0,No,ByBirth,25178,9545.0,Approved,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,65.55,17.16,No,Yes,Materials,Yes,Yes,11.0,No,ByBirth,90144,41241.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,66.51,5.34,No,Yes,Transport,Yes,Yes,3.0,No,ByBirth,59776,49471.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,50.86,22.02,No,No,InformationTechnology,Yes,No,20.0,Yes,ByBirth,41732,52499.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,26.21,2.84,Yes,Yes,Research,No,No,58.0,Yes,Unknown,84285,8600.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Male,17.05,13.1,Yes,Yes,ConsumerDiscretionary,Yes,Yes,14.0,No,ByBirth,43364,57331.0,Approved,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,47.94,26.33,Yes,No,Utilities,No,Yes,40.0,Yes,Temporary,94853,49471.0,Rejected,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Male,79.64,14.13,Yes,Yes,Real Estate,Yes,Yes,61.0,Yes,bybirth,46175,65124.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Female,47.61,14.85,No,No,Energy,Yes,Yes,48.0,Yes,ByOtherMeans,38803,89257.0,Approved,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,29.7,14.24,No,No,Transport,No,No,33.0,Yes,ByBirth,85181,42500.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Male,19.68,0.96,Yes,Yes,Materials,No,Yes,67.0,No,ByBirth,19664,32045.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,53.71,22.72,No,No,Real Estate,Yes,Yes,61.0,Yes,ByBirth,19972,49471.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,56.61,25.7,No,Yes,InformationTechnology,Yes,Yes,31.0,Yes,ByBirth,4121,78016.0,Approved,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,56.9,0.42,Yes,Yes,InformationTechnology,Yes,Yes,18.0,Yes,ByBirth,41618,43639.0,Approved,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,50.7,13.01,No,Yes,Industrials,Yes,Yes,36.0,No,ByBirth,42561,7326.0,Approved,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,20.52,17.33,No,Yes,Industrials,Yes,No,16.0,No,ByBirth,51312,7022.0,Rejected,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Male,74.19,24.9,No,No,Industrials,Yes,No,26.0,No,temporary,57989,46235.0,Rejected,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Male,58.15,22.66,Yes,No,Industrials,Yes,No,21.0,Yes,byothermeans,19102,87219.0,Rejected,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Male,39.45,6.13,No,Yes,Utilities,Yes,Yes,55.0,Yes,ByBirth,4846,84353.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,18.62,19.33,Yes,No,healthcare,No,No,2.0,Yes,ByBirth,21453,49471.0,Rejected,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Female,46.61,23.59,Yes,No,Financials,Yes,Yes,39.0,Yes,ByBirth,64682,85566.0,Approved,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,79.45,23.01,No,Yes,energy,Yes,No,0.0,Yes,ByBirth,7049,90559.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,67.04,12.94,Yes,No,utilities,Yes,No,37.0,Yes,ByBirth,59566,66127.0,Rejected,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Male,56.98,12.4,No,No,ConsumerStaples,Yes,No,67.0,No,ByBirth,23432,92484.0,Approved,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Female,22.93,12.53,No,Yes,Real Estate,Yes,Yes,23.0,Yes,Temporary,96079,57585.0,Approved,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Male,34.43,22.89,Yes,Yes,InformationTechnology,Yes,Yes,38.0,Yes,ByBirth,42135,49471.0,Approved,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,22.52,22.76,Yes,No,Utilities,Yes,Yes,17.0,Yes,ByBirth,44621,91564.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,29.63,10.39,No,Yes,Healthcare,Yes,Yes,56.0,Yes,ByBirth,67790,39567.0,Approved,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,47.61,8.01,No,No,Healthcare,Yes,Yes,58.0,Yes,ByBirth,37700,56516.0,Approved,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,47.61,8.0,Yes,Yes,Healthcare,No,Yes,33.0,Yes,ByBirth,1771,17083.0,Rejected,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,47.61,17.09,Yes,Yes,Energy,No,No,31.0,Yes,ByBirth,40399,19878.0,Rejected,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Male,68.02,14.7,No,No,CommunicationServices,No,Yes,23.0,No,ByBirth,73681,11219.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,25.6,24.18,No,No,ConsumerStaples,Yes,Yes,33.0,Yes,Temporary,56557,49471.0,Approved,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Female,74.96,14.92,No,Yes,Real Estate,No,No,5.0,Yes,ByBirth,86976,52248.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Male,63.53,27.72,No,No,Financials,Yes,No,59.0,Yes,ByOtherMeans,51069,76804.0,Rejected,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Male,21.22,22.29,No,Yes,Healthcare,No,Yes,33.0,Yes,ByBirth,81573,60387.0,Rejected,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,20.88,14.71,No,No,Real Estate,No,Yes,29.0,No,ByOtherMeans,58775,22803.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Female,67.43,18.84,No,Yes,Utilities,Yes,Yes,29.0,Yes,ByBirth,84341,78712.0,Approved,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,28.5,1.64,Yes,No,communicationservices,Yes,Yes,44.0,Yes,ByBirth,42484,13104.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,47.61,21.8,Yes,No,CommunicationServices,Yes,Yes,50.0,No,ByBirth,99163,51599.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,39.75,27.25,No,Yes,Industrials,Yes,Yes,17.0,No,Temporary,96769,64578.0,Approved,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Female,23.18,10.86,No,No,ConsumerStaples,No,No,35.0,Yes,Unknown,41673,30699.0,Rejected,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Female,61.84,10.1,Yes,Yes,ConsumerStaples,No,Yes,9.0,No,ByOtherMeans,89285,49471.0,Rejected,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Male,14.9,23.28,Yes,Yes,Financials,Yes,No,33.0,Yes,ByBirth,58706,89868.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,65.92,25.55,No,No,Utilities,Yes,Yes,61.0,Yes,ByBirth,32576,7493.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,59.7,3.34,Yes,Yes,CommunicationServices,No,Yes,61.0,Yes,Unknown,17967,16552.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Female,14.29,12.9,No,No,Energy,Yes,No,15.0,No,Unknown,67811,43989.0,Rejected,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Male,68.4,13.55,Yes,Yes,InformationTechnology,Yes,No,61.0,No,ByBirth,65088,18738.0,Approved,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Male,47.61,10.57,No,No,Industrials,Yes,Yes,30.0,Yes,ByOtherMeans,44563,3678.0,Approved,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,58.34,5.82,No,No,Real Estate,No,Yes,57.0,Yes,ByBirth,14059,18583.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,21.71,2.12,Yes,No,InformationTechnology,Yes,Yes,13.0,Yes,ByBirth,40261,78980.0,Approved,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,17.68,21.87,Yes,No,Unknown,No,Yes,33.0,Yes,ByBirth,7716,290.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,58.29,5.41,Yes,No,Transport,Yes,Yes,0.0,Yes,ByOtherMeans,32367,91228.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,80.15,15.84,Yes,Yes,Industrials,Yes,Yes,3.0,No,Unknown,14192,65929.0,Approved,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Female,18.74,23.21,Yes,Yes,Healthcare,No,No,66.0,Yes,ByOtherMeans,51779,90528.0,Rejected,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Male,54.92,13.65,No,No,Utilities,Yes,Yes,33.0,Yes,ByOtherMeans,75631,84807.0,Approved,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,47.61,20.59,Yes,No,Financials,No,Yes,3.0,Yes,ByBirth,44900,26701.0,Rejected,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,47.61,14.5,Yes,No,Industrials,No,Yes,49.0,Yes,ByBirth,37437,46918.0,Rejected,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,47.61,17.21,Yes,Yes,Financials,No,Yes,33.0,Yes,ByBirth,16563,65347.0,Rejected,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,58.61,1.23,No,No,Utilities,Yes,Yes,14.0,No,ByBirth,94566,46969.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,14.38,12.68,Yes,No,Materials,No,Yes,47.0,Yes,ByBirth,42172,69211.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,47.38,23.99,No,Yes,Energy,Yes,Yes,27.0,Yes,ByOtherMeans,96085,5066.0,Approved,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,41.78,17.49,Yes,No,Real Estate,Yes,Yes,12.0,No,ByBirth,77379,10715.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,40.67,2.54,Yes,Yes,Industrials,Yes,Yes,20.0,Yes,ByBirth,55363,32507.0,Approved,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,76.94,15.43,Yes,Yes,Real Estate,No,Yes,33.0,No,ByBirth,80257,15853.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,53.59,26.63,No,Yes,Real Estate,No,Yes,27.0,Yes,bybirth,50904,90911.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Female,36.74,20.05,Yes,No,InformationTechnology,No,Yes,22.0,Yes,bybirth,52238,51023.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Female,21.61,25.51,No,No,Utilities,No,Yes,33.0,Yes,ByBirth,83212,4726.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,42.03,27.3,Yes,No,Utilities,Yes,Yes,41.0,No,Temporary,53381,35516.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Male,64.49,23.64,No,No,Energy,Yes,Yes,12.0,Yes,ByOtherMeans,32352,25245.0,Rejected,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,47.61,19.61,No,No,Real Estate,Yes,No,25.0,Yes,ByOtherMeans,67020,54595.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Male,61.81,0.05,Yes,Yes,CommunicationServices,Yes,Yes,58.0,Yes,ByOtherMeans,71561,55464.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,29.39,9.89,No,Yes,Energy,No,No,44.0,No,ByBirth,39951,68311.0,Rejected,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,38.52,26.56,No,No,Financials,No,Yes,26.0,Yes,byothermeans,9683,91811.0,Rejected,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Female,65.98,24.63,Yes,Yes,CommunicationServices,Yes,Yes,8.0,No,ByBirth,26000,86303.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,50.3,24.46,Yes,Yes,InformationTechnology,Yes,Yes,9.0,Yes,ByBirth,6703,49471.0,Approved,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,36.99,22.41,Yes,No,Utilities,No,Yes,54.0,No,ByOtherMeans,33089,12555.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Male,75.44,23.4,No,Yes,ConsumerDiscretionary,No,Yes,39.0,No,ByOtherMeans,97843,32776.0,Rejected,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Male,76.04,0.2,No,Yes,Transport,No,Yes,52.0,Yes,Temporary,60051,48442.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Male,70.02,10.76,Yes,No,Research,Yes,Yes,60.0,No,ByOtherMeans,75729,15959.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Female,60.69,26.26,No,Yes,Education,Yes,Yes,7.0,Yes,ByBirth,88773,6107.0,Rejected,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,40.64,5.14,Yes,Yes,ConsumerDiscretionary,Yes,Yes,59.0,No,ByBirth,43720,86070.0,Approved,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,66.47,22.63,No,Yes,Energy,Yes,Yes,50.0,Yes,ByBirth,16434,71422.0,Approved,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,59.04,24.99,Yes,No,Financials,Yes,Yes,17.0,Yes,ByOtherMeans,16681,37373.0,Rejected,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,44.61,18.48,No,Yes,Real Estate,Yes,Yes,29.0,Yes,ByOtherMeans,42369,49471.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,19.94,0.97,Yes,No,Materials,Yes,No,33.0,Yes,ByBirth,37514,45347.0,Rejected,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,68.83,16.97,Yes,No,Education,No,Yes,33.0,Yes,Unknown,43686,36906.0,Rejected,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Male,46.3,0.16,No,No,Energy,No,No,58.0,No,ByBirth,49366,18060.0,Rejected,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,74.73,10.15,Yes,Yes,Financials,Yes,No,55.0,No,ByOtherMeans,3087,50836.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Female,36.9,0.55,Yes,No,Research,Yes,Yes,9.0,No,ByOtherMeans,44313,76181.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,33.4,25.67,No,Yes,ConsumerDiscretionary,Yes,Yes,33.0,Yes,ByBirth,9260,49471.0,Approved,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,44.3,19.66,Yes,Yes,Energy,Yes,No,33.0,Yes,Temporary,46452,49471.0,Rejected,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
